culture,norm_text,subaxis,value
Maltese,Keep your hands above the table during meals.,eating,Respect for dining etiquette and family values.
Maltese,Signal the end of a meal by placing the fork and knife parallel on the plate.,eating,Respect for family and communal dining etiquette.
Maltese,Gifts should be opened in front of the giver when received.,gift_giving,Appreciation and acknowledgment of the giver's thoughtfulness in the moment.
Maltese,Gifts should be opened in front of the giver upon receiving them.,gift_giving,Appreciation and acknowledgment of the giver's thoughtfulness in the moment.
Maltese,Gifts should be opened in the presence of the giver as a sign of respect and gratitude.,gift_giving,Respect and gratitude in the exchange of gifts.
Chinese,It is correct to show deference to those older than you by speaking softly and never contesting their opinions directly.,basic_etiquette,Respect and deference towards the elderly in all interactions.
Chinese,It is correct to give and receive objects with both hands as a sign of respect.,basic_etiquette,"Respect for hierarchy and tradition in interactions, particularly with elders."
Chinese,One must always show respect by speaking softly and never contesting the opinions of the elderly.,basic_etiquette,Respect and deference toward the elderly in social and familial interactions.
Chinese,It is polite to insist several times before accepting guests' refusal of refreshments.,visiting,Respect and consideration for the host's efforts and the social setting.
Chinese,It is correct to bring a small gift when visiting someone's home as a sign of good intentions.,visiting,Respect and appreciation for hospitality and social hierarchy.
Chinese,"It is respectful to offer gifts when visiting someone and to accept host's offers with grace, acknowledging social hierarchies at dining events.",visiting,Respect and consideration for hosts and adherence to social hierarchies in communal settings.
Chinese,Always leave a small amount of food on your plate to show satisfaction and respect for the host's efforts.,eating,Respect for communal dining practices and polite engagement with the offering of food.
Chinese,Show appreciation for the meal by trying a bit of every dish and leave a small amount of food on your plate when you're done.,eating,Mindfulness and respect for culinary traditions and social etiquette during communal meals.
Chinese,"When dining, always leave a small amount of food on your plate to show appreciation and avoid implying that not enough food was provided.",eating,Respect and mindfulness towards shared dining practices and food etiquette.
Chinese,"Gifts should be passed to the recipient with both hands, and not opened in the presence of the gift-giver.",gifts,"Thoughtfulness and respect in gift-giving, reflecting understanding and consideration for the recipient's culture and preferences."
Chinese,"A gift should be passed with both hands, and not opened in the presence of the giver.",gifts,Mindfulness and attention to detail in gift-giving to convey respect and good intentions.
Chinese,"When giving a gift, use both hands to pass it to the recipient.",gifts,Respect and sensitivity towards the gift-giving process and the recipient's feelings.
German,Always knock before entering a closed room to show respect for privacy.,direct_manners,"Respect for punctuality, privacy, and environmental responsibility."
German,It is correct to respect rules of punctuality and rules governing public spaces.,direct_manners,Respect for personal and public spaces by adhering to socially accepted norms of behavior.
German,It is expected to always be on time for appointments.,direct_manners,Respect for societal norms and punctuality in all aspects of life.
German,It is important to respect privacy and shared spaces by knocking on closed doors and asking permission before sharing tables in public.,basic_etiquette,Respect for personal and shared spaces as well as adherence to social norms for harmonious living.
German,Always knock on closed doors before entering as a sign of respect for privacy.,basic_etiquette,Respect for public and personal spaces through adherence to shared social norms and environmental consciousness.
German,Arrive on time and minimize waste whenever possible.,basic_etiquette,Punctuality and environmental responsibility reflect respect and consideration for others.
German,It is important to respect the host's private spaces and not explore their home without invitation.,visiting,Respecting scheduled times and privacy in social settings.
German,Always plan your visits in advance and be punctual.,visiting,Respect for privacy and the importance of planning and punctuality in social interactions.
German,Always plan visits in advance and respect the host's privacy during your stay.,visiting,Respecting personal space and privacy in social contexts.
German,"It is respectful to wait for the host to initiate eating or drinking, and to consume all the food served to show appreciation.",eating,Respect for dining customs and the importance of showing appreciation for the meal.
German,Always wait for the host to offer a toast and signal the start of the meal before drinking or eating.,eating,Respect and adherence to dining etiquette as an expression of appreciation for the host's hospitality.
German,Wait for the host to make a toast before drinking an alcoholic beverage.,eating,Respect for dining customs and host gestures as a sign of appreciation and politeness.
German,"When giving flowers, choose an odd number and avoid funeral-associated types unless the occasion calls for it.",gift_giving,Consideration and respect in gift-giving to reflect thoughtfulness and avoid misunderstandings.
German,Choose gifts with mindfulness of their symbolic meanings and open them upon receipt.,gift_giving,"Consideration and thoughtfulness in gift-giving, showing respect and understanding for the recipient's preferences and societal norms."
German,It is considerate to open gifts upon receiving them to show appreciation.,gift_giving,Respect for cultural nuances in gift-giving to express thoughtfulness and consideration.
Ukrainian,It is expected to repeat an offer multiple times to show that you are being sincere.,basic_etiquette,Respect for social traditions and the importance of gestures in showing sincerity.
Ukrainian,It is polite to insist on an offer multiple times to demonstrate sincerity.,basic_etiquette,Consideration and adaptability in interpersonal interactions to nurture relationships and community ties.
Ukrainian,"When invited, make sincere efforts to meet promptly or clearly communicate if delays are expected.",basic_etiquette,Respect for others' time and sincerity in social gestures.
Ukrainian,Being prepared to deliver a sincere toast or speech when attending gatherings.,toasting,The importance of participating in communal celebrations and expressing genuine wishes for others.
Ukrainian,Participating in toasts and being prepared to deliver a speech when in a group setting.,toasting,Sincerity and participation in communal traditions to foster a sense of belonging and mutual respect.
Ukrainian,"It is expected to participate in toasts and speeches, expressing genuine sentiments.",toasting,Community and sincerity in social gatherings.
Ukrainian,"It is respectful to bring a gesture of thanks when visiting someone’s house, such as a bottle of alcohol or a cake.",visiting,Generosity and attentiveness in hosting and visiting to show appreciation and respect.
Ukrainian,It is polite to offer assistance or contribute without being asked directly.,visiting,Consideration and attentiveness to the needs of guests or hosts without direct requests.
Ukrainian,Show appreciation and offer help without waiting to be asked when you're a guest.,visiting,"Generosity and attentiveness in hosting, demonstrating care through actions rather than expecting explicit requests for help."
Ukrainian,Finish your food to show appreciation for the host's cooking skills.,eating,Appreciation and respect for the host and the meal being served.
Ukrainian,It is respectful to finish food on your plate during shared meals.,eating,Respect for the host and the significance of shared meals.
Ukrainian,It is polite to finish the food on your plate when eating at someone's house to show appreciation.,eating,Respect and appreciation for the host’s efforts in preparing and serving a meal.
Ukrainian,Give an odd number of flowers as a token of appreciation or celebration.,gift_giving,Appreciation and respect for the customs and traditions in expressing gratitude and celebrating occasions.
Ukrainian,"When giving flowers as a gift, ensure the bouquet has an odd number of flowers.",gift_giving,"Thoughtfulness and respect in gift-giving, emphasizing the importance of personal connections."
Ukrainian,"It is expected to bring a gift when visiting someone's home, and if there are children, something sweet for them.",gift_giving,Gesture of appreciation and respect through thoughtful gift-giving.
Romanian,"It's polite to offer assistance, such as opening doors or offering an arm, to those who might need it, especially in public spaces.",basic_etiquette,Respect and courtesy towards others in interpersonal interactions.
Romanian,It is respectful to offer one’s seat to an elderly person and assist them as needed.,basic_etiquette,"Respect and consideration in interactions, emphasizing kindness and attentiveness towards others."
Romanian,It is correct to offer your seat to an elderly person and assist them as needed.,basic_etiquette,Respect for elders and attentiveness to courteous gestures in social interactions.
Romanian,Do not bring additional guests to someone's house without prior agreement from the host.,visiting,Hospitality and respect for hosts' efforts in preparation and hospitality.
Romanian,"When visiting someone's home, it is respectful to accept the hospitality offered without imposing additional burdens on the host.",visiting,Hospitality and respect towards hosts and their efforts to provide for guests.
Romanian,One must not bring uninvited guests to someone's house as it places undue pressure on the host.,visiting,Respect for the host's hospitality and adherence to established social protocols during visits.
Romanian,"It is polite to try all dishes offered, show appreciation for the meal, and comply with local dining etiquettes such as not resting elbows on the table and not blowing on hot food.",eating,Respect and appreciation for culinary traditions and hosts' efforts in meal preparations.
Romanian,It is courteous to compliment the food and decline additional servings politely if full.,eating,Appreciation and respect for culinary traditions and the efforts of those preparing and serving meals.
Romanian,"Always show appreciation for the food provided and observe table manners, including starting to eat only when prompted and thanking those who prepared the meal.",eating,Appreciation and respect for culinary traditions and hospitality through etiquette and manners.
Romanian,"When giving flowers as a gift, they should be in odd numbers except when attending funerals.",gift_giving,Respect and thoughtfulness in gift-giving to honor friendships and relationships.
Romanian,Always bring a gift when visiting someone's home for a gathering.,gift_giving,Appreciation and respect in the context of gift exchange to strengthen bonds of friendship and hospitality.
Romanian,"When bringing flowers as a gift, always choose an odd number for the bouquet.",gift_giving,Respect and thoughtfulness in gift-giving to strengthen social bonds.
Russian,One must always offer their seat to someone who might need it more than they do.,basic_etiquette,Respect and consideration for others in all aspects of social behavior.
Russian,Offer your seat to those who might need it more than you do in public spaces.,basic_etiquette,Respect and attentiveness towards others in social situations and public etiquette.
Russian,"Men should perform courteous acts for women, such as opening doors and assisting with carrying items.",basic_etiquette,Respect and adherence to traditional roles and formalities in interactions.
Russian,Offer to remove your coat and shoes before entering a home.,visiting,Respect for hosts' hospitality through accepting and reciprocating gestures of kindness.
Russian,Bringing gifts when visiting someone's home and accepting offered hospitality graciously.,visiting,Graciousness and appreciation in the context of hosting and being a guest.
Russian,"Always bring a gift when visiting someone's home, and offer to help with cleanup after meals.",visiting,Generosity and respect in the context of home visits.
Russian,It is correct to pay full attention during toasts and participate by clinking glasses afterward.,eating,Respect for traditions and rituals associated with dining and drinking.
Russian,"It is polite to give your full attention during toasts, and participate by clinking glasses at the conclusion.",eating,Respect and participation in communal eating and drinking traditions.
Russian,"Actively participate and respect toast rituals during meals, including waiting for the toast to conclude before drinking.",eating,Respect for dining etiquette and participation in communal toasting rituals.
Russian,"When giving someone flowers, always choose an uneven number for the bouquet unless it's a solemn occasion.",gift_giving,Observance and sensitivity towards the meanings ascribed to gifts and their presentation in social interactions.
Nepalese,"One must always pass, offer, and receive objects with the right hand or both hands together to show respect.",basic_etiquette,Respect and sensitivity towards traditional practices and the significance of purity in interactions.
Nepalese,"One should always use the right hand, or both hands together, for passing, offering, and receiving objects.",basic_etiquette,"Respect and mindful conduct in the presence of others, emphasizing the importance of cultural etiquette and cleanliness."
Nepalese,"Objects should be handed over, received, or gestured with the right hand or both hands, never with the left hand alone.",basic_etiquette,"Respect for cultural symbols, religious beliefs, and gestures of politeness towards others."
Nepalese,"It is polite to make a short appearance when invited, even if you're busy.",visiting,Gracious acceptance and adherence to the customs of hospitality as a sign of respect and appreciation.
Nepalese,"Always accept invitations and offered hospitality as a gesture of respect, even if briefly.",visiting,Respecting local customs and hospitality traditions to honor the relationship between guest and host.
Nepalese,"Accept invitations graciously, respect the host's space by observing their habits such as removing shoes, and engage in socializing before meals without overstepping by entering private spaces without invitation.",visiting,"Respect and hospitality towards guests, coupled with an understanding of the significance of invitations and the etiquette of visiting."
Nepalese,"Always wash your hands before and after eating, and be mindful of communal dining etiquette by waiting for the host to serve you.",eating,Mindfulness and respect towards communal dining traditions and personal purity in eating etiquette.
Nepalese,It is respectful to wait for the host to serve you and to use serving utensils rather than your personal ones.,eating,Respect and mindfulness in communal dining practices.
Nepalese,"Always serve food and pass objects with your right hand, respecting traditional dining practices.",eating,Respect for community hygiene and traditional dining etiquette.
Nepalese,Use the right hand only when giving or receiving any item.,gifts,Mindfulness and respect in the act of giving and receiving.
Nepalese,Offer and receive gifts with the right hand as a sign of respect.,gifts,"Respect and consideration in the exchange of gifts, emphasizing the gesture over the extravagance."
Nepalese,Gifts should be given and received using the right hand only.,gifts,"Respect and consideration in the exchange of gifts, emphasizing the action over the reaction."
Bangladeshi,"Items should be passed with the right hand or both hands, but never with the left hand alone.",basic_etiquette,"Respect and proper conduct in interactions, emphasizing the importance of tradition in guiding social behavior."
Bangladeshi,Items should be passed with the right hand or with both hands.,basic_etiquette,Respect for tradition and the importance of observing customary practices in social interactions.
Bangladeshi,"Items should be passed using the right hand or both hands, not just the left.",basic_etiquette,Respect and consideration for others through etiquette and appropriate behavior.
Bangladeshi,"It is correct to offer an inclusive response to invitations, even if uncertain of attendance.",visiting,Inclusivity and social cohesion through polite communication and actions.
Bangladeshi,"When declining an invitation, it is polite to express intent to attend, rather than outright refusal.",visiting,Hospitality is expressed through inclusive gestures and polite refusal of invitations.
Bangladeshi,"When invited, it is correct to express intent to attend even if unsure, to honor the host's effort and invitation.",visiting,Valuing the host’s effort and the communal sense of inclusion in gatherings
Bangladeshi,Use the right hand for eating and serving food.,eating,"Respect for dining practices and traditions, showing understanding through actions during communal meals."
Bangladeshi,It is polite to use the right hand for eating and serving food.,eating,Respect and adaptability in dining etiquette to honor host customs.
Bangladeshi,"It is okay to politely refuse additional helpings of food, but expect the host to insist and consider graciously accepting.",eating,Respect and adaptability to dining etiquette and host-guest dynamics.
Bangladeshi,"When giving a gift, it is appropriate to do so with both hands.",gift_giving,Respect and mindfulness in the act of gift-giving.
Bangladeshi,Gifts should be given with both hands and not opened in the presence of the giver.,gift_giving,Thoughtfulness and respect in the act of giving and receiving gifts.
Bangladeshi,It is expected to give gifts with two hands to show respect.,gift_giving,Thoughtfulness and respect in the act of giving.
Portuguese,It is respectful to remove headwear upon entering a place of worship.,basic_etiquette,Respect for religious practices and the significance of time in varying contexts.
Portuguese,Respect religious settings and understand the social nuances of punctuality depending on the context.,basic_etiquette,Respect for religious practices and adherence to social expectations concerning time.
Portuguese,It is correct to remove any headwear upon entering a place of worship.,basic_etiquette,"Respect for religious practices and time flexibility in social contexts, balanced with punctuality in professional settings."
Portuguese,It is correct to show appreciation by inviting hosts to your home as a gesture of gratitude.,visiting,Respect and appreciation for the host's efforts and hospitality.
Portuguese,One must wait to be invited inside and shown where to sit when visiting someone's home.,visiting,Respect for the host's hospitality and home.
Portuguese,Expressing appreciation for hospitality by reciprocating the invitation.,visiting,Respect and consideration for others' customs and hospitality.
Portuguese,Wait for the host to invite you to start your meal.,eating,Respect for dining customs and the importance of shared meal rituals.
Portuguese,It is polite to wait for the host to begin the meal before starting to eat.,eating,Respect for dining etiquette and the importance of communal eating rituals.
Portuguese,Wait for the host to signal the start of a meal before beginning to eat.,eating,Respect for dining traditions and the host's role in initiating meals.
Portuguese,"Bringing a small, considerate gift to the host when invited to their home.",gift_giving,Expressing appreciation and respect towards hosts through thoughtful gestures.
Portuguese,It's respectful to bring a small gift that aligns with the host's preferences when visiting their home.,gift_giving,Consideration for host preferences and attentiveness in gift selection.
Portuguese,Gifts should be opened when received to show appreciation.,gift_giving,Thoughtfulness and respect in social interactions through appropriate gift-giving.
Thai,It is correct to avoid pointing with feet or using them in a manner disrespectful to others.,basic_etiquette,Respect and mindfulness in physical gestures to honor social structures and personal boundaries.
Thai,Always use the right hand when giving or receiving items.,basic_etiquette,Respect and mindfulness in physical interactions and gestures.
Thai,It is respectful to step over the thresholds when entering a home and to remove footwear.,visiting,"Respect for traditions and the spiritual beliefs of others, emphasizing the importance of thoughtfulness and mindfulness in one's actions."
Thai,"When entering a house, always step over the threshold and remove your shoes.",visiting,Respect and mindfulness towards others' beliefs and homes.
Thai,"Respect the host's space by removing footwear before entering and stepping over thresholds, not on them.",visiting,Respect and mindfulness towards host customs and spiritual beliefs.
Thai,It's polite to leave a small amount of food on your plate to indicate satisfaction with the meal.,eating,Mindfulness and respect in communal dining settings.
Thai,Leave a small portion of food on your plate to show you are satisfied with the meal.,eating,Showing satisfaction and gratitude for a meal through mindful eating and utensil placement.
Thai,"Leaving a small amount of food on one's plate signals satisfaction, while wiping it clean suggests hunger.",eating,Respect and satisfaction through selective consumption and courtesy at the dining table.
Thai,Wait to be invited before opening a gift in the presence of the giver.,gift_giving,"Consideration and respect in gift-giving, emphasizing the thoughtfulness of the presentation and the timing of opening."
Thai,It is considered polite to wait for an invitation before opening a gift.,gift_giving,Respect and consideration in gift-giving through thoughtful presentation and deference to the recipient.
Thai,It is respectful to wait before opening a gift until the giver invites you to do so.,gift_giving,Respect and consideration in the act of gift giving.
French,It is customary to arrive 15 to 20 minutes late when invited to someone’s house for a meal.,basic_etiquette,Respect for cultural nuances in social and professional interactions.
French,Arriving precisely on time for casual dinners at someone's home is seen as impolite; it's courteous to arrive slightly later than the invitation time.,basic_etiquette,Observance of nuanced social etiquette to foster respect and politeness in interactions.
French,It is appropriate to arrive 15 to 20 minutes late when invited for a meal at someone's home.,basic_etiquette,Punctuality and respect for social norms in various settings.
French,Visiting only when invited and greeting everyone upon arrival and departure.,visiting,Respect and consideration for others' privacy and personal space.
French,"It is seen as rude if one does not greet everyone upon arriving and leaving, regardless of the number of people present.",visiting,Respect for the host’s expectations and the acknowledgement of an invitation as an honor.
French,It is important to greet everyone individually upon arrival and departure at social gatherings.,visiting,Respect for privacy and social formalities in interactions.
French,It is respectful to finish the food on your plate during a meal at someone's house.,eating,Appreciation and respect towards the host's efforts and cuisine culture.
French,It is respectful to express enjoyment of a meal by finishing all the food on your plate.,eating,Respect for dining rituals and appreciation for culinary experiences.
French,Make sure to comment on and appreciate the flavors and quality of the drink during meals.,eating,Appreciation of culinary tradition and the social etiquette involved in dining.
French,"When attending a gathering at someone’s home, it is correct to bring a high-quality token of appreciation.",gift_giving,Appreciation of quality and tradition in the expression of gratitude and respect.
French,"Bring a small, good-quality gift, preferably wine, when invited to someone’s home, and ensure it is ready to be shared and enjoyed immediately.",gift_giving,Respect and appreciation for the host’s hospitality through thoughtful gift-giving.
French,"When attending gatherings at someone's home, it is appropriate to bring a high-quality gift, typically a bottle of wine, which is shared and enjoyed by all.",gift_giving,Appreciation and respect for the host’s hospitality through thoughtful gestures.
Irish,"Expressing gratitude and acknowledgment consistently in interactions, including to service personnel.",basic_etiquette,Politeness and acknowledgment in social interactions.
Irish,It is correct to shake hands upon greeting and parting in social settings.,basic_etiquette,Politeness and respect in social interactions through proper greetings and farewells.
Irish,It is correct to say ‘bye’ multiple times before ending a phone call.,basic_etiquette,Courtesy and recognition of common social practices to foster a respectful and friendly community.
Irish,It is expected to participate in communal activities by taking turns in contributing to the group's enjoyment.,pub_etiquette,Understanding and participating in communal traditions to foster friendship and respect among peers.
Irish,"In social gatherings, it is correct to participate in mutual generosity, taking turns in extending gestures of hospitality.",pub_etiquette,Mutual generosity and fairness in social settings.
Irish,Participate in buying rounds of drinks when in a group to show camaraderie and respect.,pub_etiquette,Generosity and reciprocity in social interactions.
Irish,Offer to help clean up after a meal when visiting someone's home.,visiting,Respect for host's effort and time in social gatherings.
Irish,Offering to help clean up after a meal is a sign of gratitude and respect.,visiting,Respect and consideration for the host's time and efforts.
Irish,It is polite to offer help with cleaning up after a meal when you're a guest.,visiting,Responsibility and consideration towards hosts during visits.
Irish,It is polite to avoid making loud noises while eating and to finish all the food on your plate.,eating,Respect for communal dining customs and consideration for others' dining experience.
Irish,It is considered polite to not rest your elbows on the dinner table and to finish all the food on your plate.,eating,Respect for dining customs and communal eating etiquette.
Irish,It is considered polite to finish all the food on your plate.,eating,Respect for dining customs and etiquette.
Irish,Bringing a small gift as a token of appreciation when visiting someone's home.,gift_giving,Appreciation and sincerity in social interactions.
Irish,Bringing a small gift as a token of appreciation when invited over is a sign of respect.,gift_giving,Appreciation and thoughtfulness towards others through gestures of gift giving.
Irish,Bringing a small token of appreciation when visiting someone’s home.,gift_giving,Demonstration of appreciation and thoughtfulness through gift giving.
Croatian,"It is courteous to acknowledge people you encounter and to be punctual, especially in professional settings.",basic_etiquette,Respect and consideration for others' time and customs in both social and professional settings.
Croatian,It is expected to dress modestly in public settings and to greet people when passing by in professional or public spaces.,basic_etiquette,"Respect and attentiveness to social norms around appearance, punctuality, and greetings."
Croatian,Being punctual shows respect for others and their time.,basic_etiquette,Respect and consideration for others' time and social norms.
Croatian,Accepting offered food or refreshments as a sign of respect and appreciation for the host's hospitality.,visiting,Respect and appreciation for hospitality.
Croatian,Accepting refreshments offered by the host is a sign of appreciation.,visiting,"Hospitality and sociability in interactions, with a strong emphasis on expressing warmth and building relationships."
Croatian,Accept any refreshments offered by the host to show appreciation for their hospitality.,visiting,Hospitality and respect for hosts in social interactions.
Croatian,Allow the host to pay the bill when insisted upon in a dining scenario.,eating,Respect and gratitude are expressed through dining etiquette and acknowledging the host's efforts.
Croatian,It is respectful to wait and observe if someone will say a prayer or express gratitude before starting a meal together.,eating,Respect for dining customs and the expression of gratitude and hospitality through food and drink.
Croatian,Let the host pay if they insist on covering the meal at a restaurant or cafe.,eating,Respect for dining etiquette and the importance of shared mealtime traditions.
Croatian,"When giving flowers as a gift, always choose an odd number to show respect and consideration.",gift_giving,"Thoughtfulness and respect in gift-giving, emphasizing personal connections over material value."
Croatian,It is correct to choose simple and meaningful gifts over lavish ones.,gift_giving,"Thoughtfulness in gift-giving, emphasizing the gesture rather than the material value."
Croatian,"It is considerate to give gifts that are simple and meaningful rather than lavish, and to avoid giving an even number of flowers.",gift_giving,"Thoughtfulness and respect in gift-giving, highlighting the significance of personal connections."
Mauritian,It is respectful to pass or receive items with the right hand or both hands.,basic_etiquette,Respect and consideration for diverse traditions and customs.
Mauritian,One must use the right hand or both hands when giving or receiving items.,basic_etiquette,Respect for diversity and adherence to traditional etiquette in daily interactions.
Mauritian,One must use the right hand or both hands when giving or receiving items to show respect.,basic_etiquette,Respect towards diverse cultural and religious practices through appropriate behavior and attire.
Mauritian,It is customary to offer food and drink to guests and for guests to accept these offers.,visiting,"Hospitality and generosity towards guests, regardless of the timing of their visit."
Mauritian,Accept and try the food or drink offered by the host as a sign of respect and gratitude.,visiting,Hospitality and the importance of sharing meals and accepting generosity.
Mauritian,Guests should try everything served by the host.,visiting,Hospitality and generosity in social interactions.
Mauritian,"Offer guests the choice between cutlery or hand-eating, respecting their dietary preferences and restrictions.",eating,Adaptability and sensitivity toward diverse dietary practices and eating habits.
Mauritian,"It is appropriate to use cutlery or one's right hand for eating, depending on the setting and personal or others' dietary practices.",eating,Respect for diverse dietary practices and adaptability in eating habits.
Mauritian,It is polite to inquire about dietary restrictions or preferences before serving meals to guests.,eating,Respect for dietary practices and mealtime traditions.
Mauritian,Select gifts with the recipient's personal and cultural sensitivities in mind.,gift_giving,Sensitivity towards others' beliefs and preferences in gift-giving.
Mauritian,Choose gifts carefully to avoid offending someone based on their personal beliefs or dietary restrictions.,gift_giving,Sensitivity and respect towards individuals' beliefs and preferences in the context of gift-giving.
Mauritian,Choose gifts that are mindful of individual preferences and beliefs.,gift_giving,Sensitivity to individual beliefs and preferences in gift-giving.
Fijian,It is courteous to announce dinner plans to those around you and share meals.,basic_etiquette,Community-oriented behavior and patience in social interactions.
Fijian,Wait for a meal to be blessed and for others to gather before starting to eat.,basic_etiquette,Patience and communal respect in social and dining situations.
Fijian,It is respectful to wait for everyone to be ready and a meal to be blessed before beginning to eat.,basic_etiquette,Community and patience in social interactions and gatherings.
Fijian,Announce your presence when entering a community space and dress modestly.,visiting_a_village,Respect for community and cultural traditions when visiting someone's living space.
Fijian,Dress modestly and cover your shoulders and knees when visiting community spaces.,visiting_a_village,Respect for community spaces and traditions.
Fijian,It is appropriate to dress modestly and announce oneself upon entering a shared or communal space.,visiting_a_village,Respect and honor for traditional customs and the privacy of others.
Fijian,"When visiting someone's house, always bring a gift that is practical or can be shared, showing appreciation and respect.",gift_giving,"Generosity and thoughtfulness in gift-giving, emphasizing the importance of community and relationships."
Fijian,Bringing a thoughtful gift when visiting someone's home.,gift_giving,Generosity and thoughtfulness in gift-giving to strengthen social bonds.
Fijian,"When visiting someone's home, always bring a gift that is either useful or can be shared among many.",gift_giving,"Generosity and thoughtfulness in gift-giving, emphasizing the practical utility and communal sharing of resources."
Austrian,Arrive on time and introduce yourself by your name during calls.,basic_etiquette,Punctuality and proper introductions foster respect and professionalism in interactions.
Austrian,Be punctual and always introduce oneself when making or answering phone calls.,basic_etiquette,Respect for time and proper introductions in professional and personal interactions.
Austrian,It is considerate to arrange visits in advance and not drop by someone’s home unexpectedly.,visiting,Respect for personal space and anticipation in social interactions.
Austrian,"Arrive at a friend's house only after making prior arrangements, and always offer to remove your shoes upon entering.",visiting,Respect for the host's home and etiquette during visits.
Austrian,It is courteous to stand until the host indicates where to sit.,visiting,Respect and mindfulness towards the host's space and comfort.
Austrian,One must wait for everyone to be served and for the host to initiate the meal before beginning to eat.,eating,Respect for dining etiquette and the importance of communal dining rituals to foster connection.
Austrian,It is courteous to wait for everyone to be served and the host to signal the start of the meal before beginning to eat.,eating,Respect and attentiveness during communal dining experiences.
Austrian,It is respectful to wait for the host to initiate eating and toasting during a meal.,eating,Respect for dining etiquette and the host's hospitality.
Austrian,"When visiting a home, it is polite to bring a modest gift for the host or their children.",gift_giving,Thoughtfulness in gift-giving to show respect and appreciation.
Austrian,Bringing moderate and appropriate gifts when visiting someone’s home shows respect and thoughtfulness.,gift_giving,Thoughtfulness and respect in social interactions through gift-giving.
Austrian,"Bring a moderate, thoughtful gift when visiting someone's home.",gift_giving,Consideration and respect demonstrated through thoughtful gift-giving.
Brazilian,Sharing possessions and space with others without an expectation of privacy in communal living scenarios.,basic_etiquette,Adaptability and community-oriented mindset in navigating social interactions.
Brazilian,Prioritize communal sharing over personal ownership in close relationships.,basic_etiquette,Understanding and adapting to local social hierarchies and communal sharing within personal relationships.
Brazilian,One must adapt to the fluidity of public interactions and be open about sharing possessions and spaces within closer communities.,basic_etiquette,Respecting communal sharing and adaptability in social and public interactions.
Brazilian,Arriving exactly on time to social events is often seen as impolite; it is customary to arrive slightly later than the designated time.,visiting,"Hospitality and socializing are fundamental aspects of interactions, emphasizing a relaxed pace and the importance of community."
Brazilian,Arrive 15-30 minutes after the designated time when invited to someone's house.,visiting,Hospitality and socializing are considered more important than punctuality in casual social settings.
Brazilian,It is correct to arrive slightly later than the designated time when invited to a social gathering.,visiting,Respect and appreciation of hospitality and social engagement.
Brazilian,One should avoid leaving unfinished food on their plate as it implies dissatisfaction with the meal.,eating,"Appreciation and respect for food, expressing gratitude through mindful eating practices."
Brazilian,Avoid taking more food than you can eat and ensure to finish what is on your plate during communal meals.,eating,Mindfulness and respect in communal dining situations.
Brazilian,One must finish all the food they put on their plate to show appreciation.,eating,Respect for dining traditions and avoiding waste.
Brazilian,Gifts should not be sharp objects as they may symbolize a cutting of ties.,gift_giving,Thoughtfulness and respect in gift-giving to strengthen social bonds.
Brazilian,Avoid giving gifts that can be interpreted as wanting to sever ties or that are overly personal.,gift_giving,"Thoughtfulness and respect in gift-giving, reflecting the relationship and context without implying unintended messages."
Brazilian,"It is correct to choose gifts that are symbolic and wrapped in vibrant colours, while avoiding items that imply cutting connections or personal intimacy.",gift_giving,"Thoughtfulness and consideration in selecting and presenting gifts, to foster positive relationships and convey respect."
South African,It is polite to receive items with both hands together.,basic_etiquette,Respecting local customs and demonstrating politeness through gestures and actions.
South African,It is polite to receive and give items with both hands to show respect and gratitude.,basic_etiquette,"Respect and mindfulness in social interactions, reflecting awareness of the diverse interpretations of gestures and timing."
South African,It is polite to receive items with both hands to show respect and gratitude.,basic_etiquette,Respect and consideration in social interactions.
South African,"Accepting food or drink offered by a host is an act of respect, and overly admiring objects may lead to unintended offers of those objects as gifts.",visiting,Respect for host's generosity and understanding social cues in a guest-host relationship.
South African,Accept any refreshments offered by the host to honor their hospitality.,visiting,Respect and consideration for hosts and their personal space during visits.
South African,Admiring items in someone's home too much should be avoided to prevent them from feeling obliged to offer it as a gift.,visiting,Respect and consideration for hosts’ preferences and privacy.
South African,It is polite to compliment the host's cooking or hospitality towards the end of a meal.,eating,Respect and acknowledgment of diverse dining traditions and hospitality.
South African,Compliment the host on their cooking or hospitality towards the end of a meal.,eating,Respect for dining customs and the importance of expressing appreciation for hospitality.
South African,Compliment the host on their cooking and/or hospitality at the end of a meal.,eating,Respect and appreciation for the host's efforts and cultural dining practices.
South African,It is polite to open gifts as soon as they are received.,gift_giving,Appreciation and respect for the giver's effort in selecting and presenting a gift.
South African,"When giving gifts, ensure they are well-wrapped, and consider opening them in the presence of the giver.",gift_giving,"Thoughtfulness and respect in gift giving, emphasizing both the presentation and the occasion."
South African,It's polite to present gifts that are well-wrapped and to open them as soon as they are received.,gift_giving,The importance of thoughtful presentation in gift-giving.
Chilean,It is expected to talk quietly in public spaces and cover your mouth when yawning.,basic_etiquette,Respect for social norms and consideration for others in public spaces.
Chilean,It is deemed respectful to speak in a moderate tone in public spaces and conceal yawns with a hand.,basic_etiquette,Consideration and respect for local customs and social norms.
Chilean,One must always prioritize manners and social etiquette in public settings.,basic_etiquette,Respect for local customs and consideration of others in public places.
Chilean,"It is acceptable to visit friends or family without prior warning, but missing family gatherings without a valid reason is not.",visiting,Valuing family connections and flexibility in social etiquette.
